,created_at,tweet_id,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,expanded_urls,rating_numerator,rating_denominator,jpg_url,img_num,dog_category,model,dog_breed,conf,dog_name,entities_hashtags,entities_user_mentions,entities_url,entities_size_large_w,entities_size_large_h
77,2017-06-18 16:57:37+00:00,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,False,128,Twitter for iPhone,nan,nan,,dog_rates,False,1961,16095,False,False,False,en,,,,,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,uncategorized,model 1,golden_retriever,0.874566,Benedict,,,https://t.co/26BXueUgbs,1201.0,1600.0
78,2017-06-17 16:52:05+00:00,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",False,141,Twitter for iPhone,nan,nan,,dog_rates,False,3843,23969,False,False,False,en,,,,,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,uncategorized,model 1,bernese_mountain_dog,0.534327,Venti,,,https://t.co/ejExJFq3ek,1600.0,1201.0
79,2017-06-16 16:11:53+00:00,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",False,126,Twitter for iPhone,nan,nan,,dog_rates,False,3513,21487,False,False,False,en,,,,,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,uncategorized,model 1,labrador_retriever,0.799551,Goose,,,https://t.co/V2WlACRJCN,1201.0,1600.0
80,2017-06-15 00:13:52+00:00,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,False,134,Twitter for iPhone,nan,nan,,dog_rates,False,4087,18888,False,False,False,en,,,,,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,uncategorized,model 1,siberian_husky,0.245048,Nugget,,,https://t.co/ogith9ejNj,720.0,1280.0
81,2017-06-14 21:06:43+00:00,875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,False,97,Twitter for iPhone,nan,nan,,dog_rates,True,5008,23523,False,False,False,en,8.74413398133547e+17,8.74413398133547e+17,"{'url': 'https://t.co/PFp4MghzBW', 'expanded': 'https://twitter.com/drboondoc/status/874413398133547008', 'display': 'twitter.com/drboondoc/stat…'}","{'created_at': 'Mon Jun 12 23:49:34 +0000 2017', 'id': 874413398133547008, 'id_str': '874413398133547008', 'full_text': 'So this is why my damn ""delivered by 3pm"" packages don\'t arrive until 7... https://t.co/8bK5fRSK4W', 'truncated': False, 'display_text_range': [0, 74], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 874413321549631488, 'id_str': '874413321549631488', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/874413321549631488/pu/img/Vvl1-BABjrCGgFwA.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/874413321549631488/pu/img/Vvl1-BABjrCGgFwA.jpg', 'url': 'https://t.co/8bK5fRSK4W', 'display_url': 'pic.twitter.com/8bK5fRSK4W', 'expanded_url': 'https://twitter.com/DrBoondoc/status/874413398133547008/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 874413321549631488, 'id_str': '874413321549631488', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/874413321549631488/pu/img/Vvl1-BABjrCGgFwA.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/874413321549631488/pu/img/Vvl1-BABjrCGgFwA.jpg', 'url': 'https://t.co/8bK5fRSK4W', 'display_url': 'pic.twitter.com/8bK5fRSK4W', 'expanded_url': 'https://twitter.com/DrBoondoc/status/874413398133547008/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 11600, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/874413321549631488/pu/vid/720x1280/k_aMBt4Fk5ixdRLL.mp4'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/874413321549631488/pu/pl/3bG-0yJtywavfmYz.m3u8'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/874413321549631488/pu/vid/360x640/_3DZesO10cg_jPkm.mp4'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/874413321549631488/pu/vid/180x320/AikxdBgb7tS_srdy.mp4'}]}, 'additional_media_info': {'monetizable': False}}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 21357526, 'id_str': '21357526', 'name': 'Bladder shy but my gun talk', 'screen_name': 'DrBoondoc', 'location': 'The Isle of Dr Morehoes', 'description': 'Ignorant and insensitive. Professional heathen. Geektraordinaire. Unrepentantly ridiculous. Inflated sense of self aggrandizement with a propensity to hyperbole', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 397, 'friends_count': 141, 'listed_count': 14, 'created_at': 'Fri Feb 20 00:32:04 +0000 2009', 'favourites_count': 2015, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 56808, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FBF7ED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1556328722852184067/TeFbHxXv_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1556328722852184067/TeFbHxXv_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/21357526/1375303436', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFC157', 'profile_sidebar_fill_color': '303A41', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 23586, 'favorite_count': 64747, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'possibly_sensitive_appealable': False, 'lang': 'en'}",https://twitter.com/drboondoc/status/874413398133547008,13,10,,,uncategorized,none,unknown,,None,,,,,
82,2017-06-14 16:04:48+00:00,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,False,116,Twitter for iPhone,nan,nan,,dog_rates,False,3888,21886,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,uncategorized,model 1,west_highland_white_terrier,0.7143189999999999,None,,,https://t.co/brCQoqc8AW,1600.0,1568.0
83,2017-06-13 17:29:20+00:00,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,False,93,Twitter for iPhone,nan,nan,,dog_rates,False,3843,23846,False,False,False,en,,,,,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,uncategorized,model 1,labrador_retriever,0.836052,Cash,,,https://t.co/lZhtizkURD,1201.0,1600.0
84,2017-06-12 16:06:11+00:00,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,False,115,Twitter for iPhone,nan,nan,,dog_rates,False,3413,22337,False,False,False,en,,,,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,pupper,model 1,cocker_spaniel,0.437216,Jed,,,https://t.co/0YplNnSMEm,1260.0,1600.0
85,2017-06-12 00:15:36+00:00,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",False,130,Twitter for iPhone,nan,nan,,dog_rates,False,3313,19449,False,False,False,en,,,,,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,uncategorized,model 1,flat-coated_retriever,0.8321770000000001,None,,,https://t.co/pwY9PQhtP2,1600.0,1201.0
86,2017-06-11 21:18:31+00:00,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",False,140,Twitter for iPhone,nan,nan,,dog_rates,False,8430,29258,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,puppo,model 1,cardigan,0.806674,Sebastian,PrideMonth,,https://t.co/XBE0evJZ6V,1599.0,1117.0
87,2017-06-10 16:39:04+00:00,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",False,136,Twitter for iPhone,nan,nan,,dog_rates,False,3280,20772,False,False,False,en,,,,,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,uncategorized,model 1,newfoundland,0.678537,None,,,https://t.co/mNuMH9400n,1201.0,1600.0
88,2017-06-09 16:22:42+00:00,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",False,141,Twitter for iPhone,nan,nan,,dog_rates,False,1308,6147,False,False,False,en,,,,,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,pupper,model 1,vizsla,0.6197819999999999,Sierra,,,https://t.co/V5lkvrGLdQ,800.0,533.0
89,2017-06-09 00:02:31+00:00,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,False,133,Twitter for iPhone,nan,nan,,dog_rates,False,4476,23425,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,doggo,model 1,labrador_retriever,0.476913,None,,,https://t.co/EMYIdoblMR,1182.0,1160.0
90,2017-06-08 14:20:41+00:00,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",False,141,Twitter for iPhone,nan,nan,,dog_rates,False,3104,12731,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13,10,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,uncategorized,model 1,pug,0.99912,None,dogsatpollingstations,,https://t.co/17FVMl4VZ5,583.0,479.0
91,2017-06-08 01:06:27+00:00,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,False,117,Twitter for iPhone,nan,nan,,dog_rates,False,3007,17737,False,False,False,en,,,,,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,uncategorized,model 1,cocker_spaniel,0.513191,Monkey,PrideMonth,,https://t.co/lUcpnZDPz9,1201.0,1600.0
92,2017-06-07 16:14:40+00:00,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,False,134,Twitter for iPhone,nan,nan,,dog_rates,False,7531,35011,False,False,False,en,,,,,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1.0,uncategorized,model 1,pembroke,0.931861,None,,,https://t.co/BZHiKx3FpQ,1586.0,1600.0
93,2017-06-06 16:07:15+00:00,872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,False,127,Twitter for iPhone,nan,nan,,dog_rates,False,6700,29410,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",12,10,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1.0,uncategorized,model 2,pug,0.0667363,Kody,,,https://t.co/PKSpmiefwN,1201.0,1600.0
94,2017-06-06 00:01:46+00:00,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,False,137,Twitter for iPhone,nan,nan,,dog_rates,False,9092,32164,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13,10,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,uncategorized,model 1,shetland_sheepdog,0.969171,Lassie,PrideMonth,,https://t.co/uK6PNyeh9w,1201.0,1600.0
95,2017-06-05 16:15:56+00:00,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,False,135,Twitter for iPhone,nan,nan,,dog_rates,False,2917,17376,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12,10,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,pupper,model 1,labrador_retriever,0.921393,Rover,,,https://t.co/AiVljI6QCg,1600.0,1201.0
96,2017-06-04 23:56:03+00:00,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,False,141,Twitter for iPhone,nan,nan,,dog_rates,False,2883,17388,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12,10,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2.0,doggo,model 1,komondor,0.974781,Napolean,,,https://t.co/PR7B7w1rUw,1600.0,1064.0
97,2017-06-03 20:33:19+00:00,871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,False,26,Twitter for iPhone,nan,nan,,dog_rates,True,4587,18045,False,False,False,en,8.710757580805038e+17,8.710757580805038e+17,"{'url': 'https://t.co/AbBLh2FZCH', 'expanded': 'https://twitter.com/animalcog/status/871075758080503809', 'display': 'twitter.com/animalcog/stat…'}","{'created_at': 'Sat Jun 03 18:46:59 +0000 2017', 'id': 871075758080503809, 'id_str': '871075758080503809', 'full_text': ""A dog's clever solution. https://t.co/7qNdrBVAlA"", 'truncated': False, 'display_text_range': [0, 24], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 871075694524203009, 'id_str': '871075694524203009', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/871075694524203009/pu/img/WAB4Nn412S6K-IY_.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/871075694524203009/pu/img/WAB4Nn412S6K-IY_.jpg', 'url': 'https://t.co/7qNdrBVAlA', 'display_url': 'pic.twitter.com/7qNdrBVAlA', 'expanded_url': 'https://twitter.com/animalcog/status/871075758080503809/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 871075694524203009, 'id_str': '871075694524203009', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/871075694524203009/pu/img/WAB4Nn412S6K-IY_.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/871075694524203009/pu/img/WAB4Nn412S6K-IY_.jpg', 'url': 'https://t.co/7qNdrBVAlA', 'display_url': 'pic.twitter.com/7qNdrBVAlA', 'expanded_url': 'https://twitter.com/animalcog/status/871075758080503809/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 36170, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/871075694524203009/pu/vid/640x360/8MNJRtaqh7cylswO.mp4'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/871075694524203009/pu/pl/_fg3rzHZb9J40wJb.m3u8'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/871075694524203009/pu/vid/320x180/PxWa9GGi0CIFtQaK.mp4'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/871075694524203009/pu/vid/1280x720/s9r873KfVTspe_p1.mp4'}]}, 'additional_media_info': {'monetizable': False}}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2745835322, 'id_str': '2745835322', 'name': 'Animal Cognition', 'screen_name': 'animalcog', 'location': '', 'description': 'Help us report on investigations of the mental capacities of animals! https://t.co/7CCCV8goBy', 'url': 'https://t.co/R8jIFpiQfC', 'entities': {'url': {'urls': [{'url': 'https://t.co/R8jIFpiQfC', 'expanded_url': 'http://www.animalcognition.org', 'display_url': 'animalcognition.org', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/7CCCV8goBy', 'expanded_url': 'http://patreon.com/animalcognition', 'display_url': 'patreon.com/animalcognition', 'indices': [70, 93]}]}}, 'protected': False, 'followers_count': 11362, 'friends_count': 1509, 'listed_count': 187, 'created_at': 'Tue Aug 19 17:40:56 +0000 2014', 'favourites_count': 1495, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1552, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/574995919378063360/tWkNDOTF_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/574995919378063360/tWkNDOTF_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2745835322/1465481545', 'profile_link_color': '8EBC5A', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 9496, 'favorite_count': 22665, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'possibly_sensitive_appealable': False, 'lang': 'en'}",https://twitter.com/animalcog/status/871075758080503809,14,10,,,doggo,none,unknown,,None,,,,,
98,2017-06-03 15:55:36+00:00,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",False,137,Twitter for iPhone,nan,nan,,dog_rates,False,3167,19624,False,False,False,en,,,,,https://twitter.com/dog_rates/status/871032628920680449/photo/1,13,10,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1.0,uncategorized,model 1,kelpie,0.398053,Boomer,,,https://t.co/noNpY2Laoo,1201.0,1600.0
99,2017-06-03 00:48:22+00:00,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,False,137,Twitter for iPhone,nan,nan,,dog_rates,False,5186,28952,False,False,False,en,,,,,https://twitter.com/dog_rates/status/870804317367881728/photo/1,11,10,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1.0,uncategorized,none,unknown,,None,,,https://t.co/GCD1JccCyi,901.0,1600.0
100,2017-06-02 19:38:25+00:00,870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,False,61,Twitter for iPhone,8.707262027424932e+17,16487760.0,ComplicitOwl,dog_rates,False,3,101,False,False,True,en,,,,,,10,10,,,uncategorized,none,unknown,,None,,ComplicitOwl,,,
101,2017-06-02 15:00:16+00:00,870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",False,139,Twitter for iPhone,nan,nan,,dog_rates,False,2159,10584,False,False,False,en,,,,,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4.0,uncategorized,model 1,pembroke,0.945495,Cody,,,https://t.co/42ryYRQ2Q4,1024.0,1024.0
102,2017-06-01 20:18:38+00:00,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,False,140,Twitter for iPhone,nan,nan,,dog_rates,False,22174,71371,False,False,False,en,,,,,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1.0,uncategorized,model 1,golden_retriever,0.841001,Zoey,,,https://t.co/T1xlgaPujm,1600.0,1520.0
103,2017-06-01 16:00:09+00:00,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",False,126,Twitter for iPhone,nan,nan,,dog_rates,False,3486,18932,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13,10,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2.0,uncategorized,model 1,greater_swiss_mountain_dog,0.6227520000000001,Rumble,,,https://t.co/MVQCzrF1g9,1200.0,1600.0
104,2017-05-31 23:43:25+00:00,870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,False,141,Twitter for iPhone,nan,nan,,dog_rates,False,6952,31578,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/870063196459192321/photo/1,https://twitter.com/dog_rates/status/870063196459192321/photo/1",14,10,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1.0,uncategorized,none,unknown,,Clifford,,,https://t.co/apVOyDgOju,1014.0,761.0
105,2017-05-31 04:27:59+00:00,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",False,111,Twitter for iPhone,nan,nan,,dog_rates,False,8500,36757,False,False,False,en,,,,,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1.0,uncategorized,model 1,pembroke,0.980148,Dewey,,,https://t.co/HciEaJkC4D,1201.0,1600.0
106,2017-05-30 23:51:58+00:00,869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,False,140,Twitter for iPhone,nan,nan,,dog_rates,False,5302,24341,False,False,False,en,,,,,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1.0,uncategorized,model 1,pembroke,0.993449,Stanley,,,https://t.co/vmCu3PFCQq,901.0,1600.0
107,2017-05-30 16:49:31+00:00,869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,False,140,Twitter for iPhone,nan,nan,,dog_rates,False,2588,13738,False,False,False,en,,,,,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12,10,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1.0,doggo,model 1,chihuahua,0.955156,Scout,,,https://t.co/DsA2hwXAJo,1228.0,1600.0
