,hashtags,symbols,user_mentions,urls,id,id_str,indices,media_url,media_url_https,url,display_url,expanded_url,type,sizes.thumb.w,sizes.thumb.h,sizes.thumb.resize,sizes.medium.w,sizes.medium.h,sizes.medium.resize,sizes.small.w,sizes.small.h,sizes.small.resize,sizes.large.w,sizes.large.h,sizes.large.resize,tweet_id
235,,[],,,834574036302757888,834574036302757888,"[99, 122]",http://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,https://t.co/UtEVnQ1ZPg,pic.twitter.com/UtEVnQ1ZPg,https://twitter.com/dog_rates/status/834574053763584002/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,834574053763584002
236,,[],,,834458045388378116,834458045388378116,"[142, 165]",http://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,https://t.co/8ZOZS2FSJe,pic.twitter.com/8ZOZS2FSJe,https://twitter.com/dog_rates/status/834458053273591808/photo/1,photo,150,150,crop,673,1200,fit,381,680,fit,1148,2048,fit,834458053273591808
237,,[],,,834209711306186752,834209711306186752,"[103, 126]",http://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,https://t.co/FaeinVjzTZ,pic.twitter.com/FaeinVjzTZ,https://twitter.com/dog_rates/status/834209720923721728/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,834209720923721728
238,,[],,,834167335145570304,834167335145570304,"[136, 159]",http://pbs.twimg.com/media/C5OOxY6WAAAxERz.jpg,https://pbs.twimg.com/media/C5OOxY6WAAAxERz.jpg,https://t.co/o3bhLguymB,pic.twitter.com/o3bhLguymB,https://twitter.com/dog_rates/status/834167344700198914/photo/1,photo,150,150,crop,1200,799,fit,680,453,fit,2048,1364,fit,834167344700198914
239,,[],,,834086371694362625,834086371694362625,"[96, 119]",http://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,https://t.co/5KmXPIGgAG,pic.twitter.com/5KmXPIGgAG,https://twitter.com/dog_rates/status/834086379323871233/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,834086379323871233
240,,[],,,833863075296067585,833863075296067585,"[103, 126]",http://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,https://t.co/HDloTYilWZ,pic.twitter.com/HDloTYilWZ,https://twitter.com/dog_rates/status/833863086058651648/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,833863086058651648
241,,[],,,833826091328430080,833826091328430080,"[140, 163]",http://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,https://t.co/WTzhtfevKY,pic.twitter.com/WTzhtfevKY,https://twitter.com/dog_rates/status/833826103416520705/photo/1,photo,150,150,crop,748,740,fit,680,673,fit,748,740,fit,833826103416520705
242,,[],,,833722895578886144,833722895578886144,"[141, 164]",http://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,https://t.co/w1MQWO2PET,pic.twitter.com/w1MQWO2PET,https://twitter.com/dog_rates/status/833722901757046785/photo/1,photo,150,150,crop,1099,1130,fit,661,680,fit,1099,1130,fit,833722901757046785
243,,[],,,833479630938062852,833479630938062852,"[63, 86]",http://pbs.twimg.com/media/C5EdTvGWQAQpghQ.jpg,https://pbs.twimg.com/media/C5EdTvGWQAQpghQ.jpg,https://t.co/YGeSpyN8Gu,pic.twitter.com/YGeSpyN8Gu,https://twitter.com/dog_rates/status/833479644947025920/photo/1,photo,150,150,crop,1200,1200,fit,680,680,fit,2048,2048,fit,833479644947025920
244,,[],,,833124662091542528,833124662091542528,"[119, 142]",http://pbs.twimg.com/media/C4_ad1GVcAAgvx6.jpg,https://pbs.twimg.com/media/C4_ad1GVcAAgvx6.jpg,https://t.co/zD97KYFaFa,pic.twitter.com/zD97KYFaFa,https://twitter.com/dog_rates/status/833124694597443584/photo/1,photo,150,150,crop,675,1200,fit,383,680,fit,1152,2048,fit,833124694597443584
245,,[],,,832998142459011073,832998142459011073,"[141, 164]",http://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,https://t.co/QX1h0oqMz0,pic.twitter.com/QX1h0oqMz0,https://twitter.com/dog_rates/status/832998151111966721/photo/1,photo,150,150,crop,1200,1200,fit,680,680,fit,1200,1200,fit,832998151111966721
246,,[],,,832757300183994371,832757300183994371,"[136, 159]",http://pbs.twimg.com/media/C46MWjWUkAMB5tb.jpg,https://pbs.twimg.com/media/C46MWjWUkAMB5tb.jpg,https://t.co/On7muWnWSQ,pic.twitter.com/On7muWnWSQ,https://twitter.com/dog_rates/status/832757312314028032/photo/1,photo,150,150,crop,676,1200,fit,383,680,fit,1153,2048,fit,832757312314028032
247,,[],,,832636085544955904,832636085544955904,"[94, 117]",http://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,https://t.co/Y4DZx2UWsr,pic.twitter.com/Y4DZx2UWsr,https://twitter.com/dog_rates/status/832636094638288896/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,832636094638288896
248,,[],,,832397519002988544,832397519002988544,"[130, 153]",http://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,https://t.co/nqAJGCHKEt,pic.twitter.com/nqAJGCHKEt,https://twitter.com/dog_rates/status/832397543355072512/photo/1,photo,150,150,crop,676,1200,fit,383,680,fit,1153,2048,fit,832397543355072512
249,,[],,,832369869089800192,832369869089800192,"[113, 136]",http://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,https://t.co/Dhdx5HnQ4d,pic.twitter.com/Dhdx5HnQ4d,https://twitter.com/dog_rates/status/832369877331693569/photo/1,photo,150,150,crop,675,1200,fit,383,680,fit,1152,2048,fit,832369877331693569
250,,[],,,832273373149413377,832273373149413377,"[131, 154]",http://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,https://t.co/SHAb1wHjMz,pic.twitter.com/SHAb1wHjMz,https://twitter.com/dog_rates/status/832273440279240704/video/1,photo,150,150,crop,1200,675,fit,680,383,fit,1280,720,fit,832273440279240704
251,,[],,https://www.petfinder.com/petdetail/34918210,832032796369645570,832032796369645570,"[140, 163]",http://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,https://t.co/SU4K34NT4M,pic.twitter.com/SU4K34NT4M,https://twitter.com/dog_rates/status/832032802820481025/photo/1,photo,150,150,crop,632,421,fit,632,421,fit,632,421,fit,832032802820481025
252,,[],,,831939770607616000,831939770607616000,"[141, 164]",http://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,https://t.co/k9bzgyVdUT,pic.twitter.com/k9bzgyVdUT,https://twitter.com/dog_rates/status/831939777352105988/photo/1,photo,150,150,crop,564,965,fit,397,680,fit,564,965,fit,831939777352105988
253,,[],,,831911578865848320,831911578865848320,"[140, 163]",http://pbs.twimg.com/media/C4uLLF7VUAAy7-m.jpg,https://pbs.twimg.com/media/C4uLLF7VUAAy7-m.jpg,https://t.co/l38R6IZNNg,pic.twitter.com/l38R6IZNNg,https://twitter.com/dog_rates/status/831911600680497154/photo/1,photo,150,150,crop,620,310,fit,620,310,fit,620,310,fit,831911600680497154
254,,[],,,831670443132252160,831670443132252160,"[61, 84]",http://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,https://t.co/u6p4LxzHKg,pic.twitter.com/u6p4LxzHKg,https://twitter.com/dog_rates/status/831670449226514432/photo/1,photo,150,150,crop,899,1200,fit,510,680,fit,1535,2048,fit,831670449226514432
255,,[],,http://www.gofundme.com/bluethewhitehusky,831650039864885250,831650039864885250,"[139, 162]",http://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,https://t.co/1UHrKcaCiO,pic.twitter.com/1UHrKcaCiO,https://twitter.com/dog_rates/status/831650051525054464/photo/1,photo,150,150,crop,692,1200,fit,392,680,fit,1000,1734,fit,831650051525054464
256,,[],,,831552915512901632,831552915512901632,"[118, 141]",http://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,https://t.co/BCbmFYLrse,pic.twitter.com/BCbmFYLrse,https://twitter.com/dog_rates/status/831552930092285952/photo/1,photo,150,150,crop,732,1200,fit,415,680,fit,1151,1886,fit,831552930092285952
257,,[],,,831322776149430272,831322776149430272,"[117, 140]",http://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,https://t.co/Xc0gyovCtK,pic.twitter.com/Xc0gyovCtK,https://twitter.com/dog_rates/status/831322785565769729/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1224,1632,fit,831322785565769729
258,WKCDogShow,[],,,831314890077908992,831314890077908992,"[135, 158]",http://pbs.twimg.com/media/C4lsfO-WMAAWQQj.jpg,https://pbs.twimg.com/media/C4lsfO-WMAAWQQj.jpg,https://t.co/jd6lYhfdH4,pic.twitter.com/jd6lYhfdH4,https://twitter.com/dog_rates/status/831315979191906304/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,831315979191906304
259,,[],,,831309408604868609,831309408604868609,"[139, 162]",http://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,https://t.co/ghqMfxxa4V,pic.twitter.com/ghqMfxxa4V,https://twitter.com/dog_rates/status/831309418084069378/photo/1,photo,150,150,crop,880,1200,fit,499,680,fit,1502,2048,fit,831309418084069378
260,,[],,,831262617675051009,831262617675051009,"[117, 140]",http://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,https://t.co/zqR5XKMpuY,pic.twitter.com/zqR5XKMpuY,https://twitter.com/dog_rates/status/831262627380748289/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,831262627380748289
261,,[],,,830956118893543424,830956118893543424,"[61, 84]",http://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,https://t.co/X4vNEzAod5,pic.twitter.com/X4vNEzAod5,https://twitter.com/dog_rates/status/830956169170665475/video/1,photo,150,150,crop,384,480,fit,384,480,fit,384,480,fit,830956169170665475
262,,[],,,830583314243268608,830583314243268608,"[95, 118]",http://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,https://t.co/SATN4If5H5,pic.twitter.com/SATN4If5H5,https://twitter.com/dog_rates/status/830583320585068544/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,830583320585068544
263,,[],,https://www.gofundme.com/sick-baby-samson,830097389742673920,830097389742673920,"[141, 164]",http://pbs.twimg.com/media/C4UZLYyXUAAaSyA.jpg,https://pbs.twimg.com/media/C4UZLYyXUAAaSyA.jpg,https://t.co/KoWrMkbMbW,pic.twitter.com/KoWrMkbMbW,https://twitter.com/dog_rates/status/830097400375152640/photo/1,photo,150,150,crop,600,450,fit,600,450,fit,600,450,fit,830097400375152640
264,,[],,,829861385404309504,829861385404309504,"[114, 137]",http://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,https://t.co/xeudgDXmTU,pic.twitter.com/xeudgDXmTU,https://twitter.com/dog_rates/status/829861396166877184/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,829861396166877184
265,,[],,,829501977667235840,829501977667235840,"[128, 151]",http://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,https://t.co/Xw9JbJHTul,pic.twitter.com/Xw9JbJHTul,https://twitter.com/dog_rates/status/829501995190984704/photo/1,photo,150,150,crop,867,1200,fit,491,680,fit,1480,2048,fit,829501995190984704
266,,[],,,829449933933666313,829449933933666313,"[121, 144]",http://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,https://t.co/fmRS43mWQB,pic.twitter.com/fmRS43mWQB,https://twitter.com/dog_rates/status/829449946868879360/photo/1,photo,150,150,crop,675,1200,fit,382,680,fit,750,1334,fit,829449946868879360
267,,[],,,829141507319934977,829141507319934977,"[115, 138]",http://pbs.twimg.com/media/C4GzztRWMAEB6U0.jpg,https://pbs.twimg.com/media/C4GzztRWMAEB6U0.jpg,https://t.co/rHwfySggqR,pic.twitter.com/rHwfySggqR,https://twitter.com/dog_rates/status/829141528400556032/photo/1,photo,150,150,crop,575,1024,fit,382,680,fit,575,1024,fit,829141528400556032
268,,[],,,829011938298429440,829011938298429440,"[128, 151]",http://pbs.twimg.com/media/C4E99zDWAAAY_xd.jpg,https://pbs.twimg.com/media/C4E99zDWAAAY_xd.jpg,https://t.co/U50RlRw4is,pic.twitter.com/U50RlRw4is,https://twitter.com/dog_rates/status/829011960981237760/photo/1,photo,150,150,crop,1200,772,fit,680,438,fit,2048,1318,fit,829011960981237760
269,,[],,,828770330328104960,828770330328104960,"[138, 161]",http://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,https://t.co/AqPTHYUBFz,pic.twitter.com/AqPTHYUBFz,https://twitter.com/dog_rates/status/828770345708580865/photo/1,photo,150,150,crop,1024,995,fit,680,661,fit,1024,995,fit,828770345708580865
270,,[],,,828708704870555649,828708704870555649,"[134, 157]",http://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,https://t.co/vst2SEVJO3,pic.twitter.com/vst2SEVJO3,https://twitter.com/dog_rates/status/828708714936930305/photo/1,photo,150,150,crop,1000,662,fit,680,450,fit,1000,662,fit,828708714936930305
271,,[],,,828650005158301697,828650005158301697,"[81, 104]",http://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,https://t.co/bZ4axuH6OK,pic.twitter.com/bZ4axuH6OK,https://twitter.com/dog_rates/status/828650029636317184/photo/1,photo,150,150,crop,604,453,fit,604,453,fit,604,453,fit,828650029636317184
272,,[],,,828409725217865731,828409725217865731,"[71, 94]",http://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,https://t.co/ZH5CvRlCxt,pic.twitter.com/ZH5CvRlCxt,https://twitter.com/dog_rates/status/828409743546925057/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,828409743546925057
273,,[],,,828408667334647809,828408667334647809,"[132, 155]",http://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,https://t.co/7WFLKli2T3,pic.twitter.com/7WFLKli2T3,https://twitter.com/dog_rates/status/828408677031882754/photo/1,photo,150,150,crop,750,979,fit,521,680,fit,750,979,fit,828408677031882754
274,,[],,,828381626287656960,828381626287656960,"[123, 146]",http://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,https://t.co/iCk7zstRA9,pic.twitter.com/iCk7zstRA9,https://twitter.com/dog_rates/status/828381636999917570/photo/1,photo,150,150,crop,780,927,fit,572,680,fit,780,927,fit,828381636999917570
275,,[],,,828376488684695552,828376488684695552,"[113, 136]",http://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,https://t.co/HKBVZqXFNR,pic.twitter.com/HKBVZqXFNR,https://twitter.com/dog_rates/status/828376505180889089/photo/1,photo,150,150,crop,755,929,fit,553,680,fit,755,929,fit,828376505180889089
276,,[],,,828372634769440768,828372634769440768,"[124, 147]",http://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,https://t.co/JcTuUcyYNS,pic.twitter.com/JcTuUcyYNS,https://twitter.com/dog_rates/status/828372645993398273/photo/1,photo,150,150,crop,755,887,fit,579,680,fit,755,887,fit,828372645993398273
277,,[],,,828046540409180160,828046540409180160,"[124, 147]",http://pbs.twimg.com/media/C33P8PqUkAAdEck.jpg,https://pbs.twimg.com/media/C33P8PqUkAAdEck.jpg,https://t.co/O37z4jaMG9,pic.twitter.com/O37z4jaMG9,https://twitter.com/dog_rates/status/828046555563323392/photo/1,photo,143,143,crop,504,143,fit,504,143,fit,504,143,fit,828046555563323392
278,,[],,,828011664142393344,828011664142393344,"[125, 148]",http://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,https://t.co/rkhCFfDtxB,pic.twitter.com/rkhCFfDtxB,https://twitter.com/dog_rates/status/828011680017821696/photo/1,photo,150,150,crop,1200,1178,fit,680,667,fit,2048,2010,fit,828011680017821696
279,,[],,,827933393308442624,827933393308442624,"[135, 158]",http://pbs.twimg.com/media/C31pCN3VYAACW00.jpg,https://pbs.twimg.com/media/C31pCN3VYAACW00.jpg,https://t.co/j8D3PQJvpJ,pic.twitter.com/j8D3PQJvpJ,https://twitter.com/dog_rates/status/827933404142436356/photo/1,photo,150,150,crop,543,720,fit,513,680,fit,543,720,fit,827933404142436356
280,,[],,,827653897133101057,827653897133101057,"[124, 147]",http://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,https://t.co/eAA8lratd3,pic.twitter.com/eAA8lratd3,https://twitter.com/dog_rates/status/827653905312006145/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,827653905312006145
281,,[],GoodDogsGame,,827600501818671104,827600501818671104,"[140, 163]",http://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,https://t.co/vrppizPGdb,pic.twitter.com/vrppizPGdb,https://twitter.com/dog_rates/status/827600520311402496/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,827600520311402496
282,,[],,,827324936784117760,827324936784117760,"[128, 151]",http://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,https://t.co/UU3KqQF5n5,pic.twitter.com/UU3KqQF5n5,https://twitter.com/dog_rates/status/827324948884643840/photo/1,photo,150,150,crop,1200,1125,fit,680,638,fit,2048,1920,fit,827324948884643840
283,,[],,,827199955093843969,827199955093843969,"[130, 153]",http://pbs.twimg.com/media/C3rN-fmWcAEUZFp.jpg,https://pbs.twimg.com/media/C3rN-fmWcAEUZFp.jpg,https://t.co/UkyQibIBzZ,pic.twitter.com/UkyQibIBzZ,https://twitter.com/dog_rates/status/827199976799354881/photo/1,photo,150,150,crop,1024,1024,fit,680,680,fit,1024,1024,fit,827199976799354881
284,,[],,,826958645422342144,826958645422342144,"[74, 97]",http://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,https://t.co/QV5nx6otZR,pic.twitter.com/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,photo,150,150,crop,730,1200,fit,414,680,fit,1246,2048,fit,826958653328592898
285,,[],,,826848814229237760,826848814229237760,"[137, 160]",http://pbs.twimg.com/media/C3mOnZ8WMAAQXRY.jpg,https://pbs.twimg.com/media/C3mOnZ8WMAAQXRY.jpg,https://t.co/WS0Gha8vRh,pic.twitter.com/WS0Gha8vRh,https://twitter.com/dog_rates/status/826848821049180160/photo/1,photo,150,150,crop,372,279,fit,372,279,fit,372,279,fit,826848821049180160
286,,[],,,826598343044452352,826598343044452352,"[76, 99]",http://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,https://t.co/YprN62Z74I,pic.twitter.com/YprN62Z74I,https://twitter.com/dog_rates/status/826598365270007810/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,826598365270007810
287,,[],,,826476722593865729,826476722593865729,"[133, 156]",http://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,https://t.co/YIV8sw8xkh,pic.twitter.com/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,photo,150,150,crop,675,1200,fit,383,680,fit,1152,2048,fit,826476773533745153
288,,[],,,826240471433412613,826240471433412613,"[115, 138]",http://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,https://t.co/srXL2s868C,pic.twitter.com/srXL2s868C,https://twitter.com/dog_rates/status/826240494070030336/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,826240494070030336
289,,[],,http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,826204706728968192,826204706728968192,"[117, 140]",http://pbs.twimg.com/media/C3dEzahWAAA3QFj.jpg,https://pbs.twimg.com/media/C3dEzahWAAA3QFj.jpg,https://t.co/KvaM8j3jhX,pic.twitter.com/KvaM8j3jhX,https://twitter.com/dog_rates/status/826204788643753985/photo/1,photo,150,150,crop,869,1200,fit,492,680,fit,1482,2047,fit,826204788643753985
290,,[],,,826115125966958597,826115125966958597,"[76, 99]",http://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,https://t.co/6gHoGah9nm,pic.twitter.com/6gHoGah9nm,https://twitter.com/dog_rates/status/826115272272650244/photo/1,photo,150,150,crop,763,1200,fit,432,680,fit,1117,1757,fit,826115272272650244
291,,[],,,825876488746565634,825876488746565634,"[107, 130]",http://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg,https://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg,https://t.co/feNwTq12S5,pic.twitter.com/feNwTq12S5,https://twitter.com/dog_rates/status/825876512159186944/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,825876512159186944
292,,[],,,825829613733629956,825829613733629956,"[116, 139]",http://pbs.twimg.com/media/C3XvqIOXUAQEP25.jpg,https://pbs.twimg.com/media/C3XvqIOXUAQEP25.jpg,https://t.co/YimNdkZrhM,pic.twitter.com/YimNdkZrhM,https://twitter.com/dog_rates/status/825829644528148480/photo/1,photo,150,150,crop,1090,1200,fit,618,680,fit,1860,2048,fit,825829644528148480
293,,[],,,825535037626056704,825535037626056704,"[119, 142]",http://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,https://t.co/6ao80wIpV1,pic.twitter.com/6ao80wIpV1,https://twitter.com/dog_rates/status/825535076884762624/photo/1,photo,150,150,crop,1200,900,fit,680,510,fit,2048,1536,fit,825535076884762624
294,,[],,,825147581856677888,825147581856677888,"[111, 134]",http://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,https://t.co/AyBEmx56MD,pic.twitter.com/AyBEmx56MD,https://twitter.com/dog_rates/status/825147591692263424/photo/1,photo,150,150,crop,675,1200,fit,383,680,fit,1152,2048,fit,825147591692263424
295,,[],,https://www.gofundme.com/my-puppys-double-cataract-surgery,825026580980314112,825026580980314112,"[141, 164]",http://pbs.twimg.com/media/C3MVTeGWMAAa0m7.jpg,https://pbs.twimg.com/media/C3MVTeGWMAAa0m7.jpg,https://t.co/IhW0JKf7kc,pic.twitter.com/IhW0JKf7kc,https://twitter.com/dog_rates/status/825026590719483904/photo/1,photo,150,150,crop,707,1200,fit,400,680,fit,1000,1698,fit,825026590719483904
296,,[],,,824775105737809920,824775105737809920,"[133, 156]",http://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,https://t.co/F0VWg2GztI,pic.twitter.com/F0VWg2GztI,https://twitter.com/dog_rates/status/824775126675836928/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,824775126675836928
297,,[],,,824663919851687936,824663919851687936,"[104, 127]",http://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,https://t.co/A5Mx4h1FSM,pic.twitter.com/A5Mx4h1FSM,https://twitter.com/dog_rates/status/824663926340194305/photo/1,photo,150,150,crop,1200,1167,fit,680,661,fit,2048,1991,fit,824663926340194305
298,BellLetsTalk,[],,,824325607026737152,824325607026737152,"[56, 79]",http://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,https://t.co/wBmc7OaGvS,pic.twitter.com/wBmc7OaGvS,https://twitter.com/dog_rates/status/824325613288833024/photo/1,photo,150,150,crop,550,367,fit,550,367,fit,550,367,fit,824325613288833024
299,,[],,,824297040662450181,824297040662450181,"[83, 106]",http://pbs.twimg.com/media/C3B9yooXUAUZYds.jpg,https://pbs.twimg.com/media/C3B9yooXUAUZYds.jpg,https://t.co/EmJbG0skLt,pic.twitter.com/EmJbG0skLt,https://twitter.com/dog_rates/status/824297048279236611/photo/1,photo,150,150,crop,642,266,fit,642,266,fit,642,266,fit,824297048279236611
300,,[],,,823939620815667201,823939620815667201,"[80, 103]",http://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,https://t.co/m0hrATIEyw,pic.twitter.com/m0hrATIEyw,https://twitter.com/dog_rates/status/823939628516474880/photo/1,photo,150,150,crop,900,1200,fit,510,680,fit,1536,2048,fit,823939628516474880
301,,[],,,823698991951056896,823698991951056896,"[136, 159]",http://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,https://t.co/yCydYURYEL,pic.twitter.com/yCydYURYEL,https://twitter.com/dog_rates/status/823699002998870016/photo/1,photo,150,150,crop,1200,1200,fit,680,680,fit,2048,2048,fit,823699002998870016
